cell_id,task_id,candidate_trace_id,candidate_model,verdict,justification,minutes_spent
118,936c59ca-8f2e-474b-adcd-8221b586173d,c3d98481-1a23-49af-a38b-c3be72d134d8,moonshotai/kimi-k2.6,,,
119,93d1b9db-a540-4fdd-9931-4dea19136da0,9fa1140c-57ce-49fa-b13a-3cdf6482b9c7,x-ai/grok-4.3,,,
120,958d2de3-85ef-43ac-a51d-f12905e39537,9ecc6612-9361-4ce2-8cfc-d62b04ebcfda,openai/gpt-5.4-mini,,,
121,959e7d10-dfe8-4363-a2b3-4a32e9a7cd2c,7ed4dbe7-1ead-44c4-b2c7-77ca6847e0de,qwen/qwen3.7-max,,,
122,960dbcea-35a6-4fc8-9554-afcfab90fe97,76a4aa89-645c-47dd-a36d-e996c5ae7ed2,z-ai/glm-5.1,,,
123,968cf2a6-4931-40c4-a35e-0a0174038a50,37e69abf-300a-4130-9509-0c78a385a02d,deepseek/deepseek-v4-pro,,,
124,980a894a-8294-4b9a-8ab5-231295c5d77b,441592f2-30e7-44c3-8692-e011bc97c899,minimax/minimax-m3,,,
125,984a0145-024e-4a9f-977d-3ce168151831,946e1957-de8b-4d02-bcd6-bac0606ab0e3,anthropic/claude-haiku-4.5,,,
126,9af0c668-6964-4678-9a13-15facc5a21ee,cf218eef-8803-497c-a72f-da8d2a68c897,moonshotai/kimi-k2.6,,,
127,9b085f70-408c-4bc8-8604-e872f81abda3,c3c90bf9-8133-4b02-9fdf-2a904e7adf5f,x-ai/grok-4.3,,,
128,9bbcea07-18e1-4efb-8b02-65592e904c5d,051c1ef7-a05c-4d13-a7ae-a213dfe4f302,openai/gpt-5.4-mini,,,
129,a1472a18-7d1a-4f7e-bdb1-b51c68ef47df,d1223827-366f-4a5c-bd59-174d0fab276c,qwen/qwen3.7-max,,,
130,a33b95a7-2032-4dff-846a-3b0a26af0ca2,abbc683d-3469-4d6d-8cf6-38cd1af82557,z-ai/glm-5.1,,,
131,a554e1fd-d27d-4068-aef3-feb124cb5a77,da57dd96-12f4-4705-880b-7ea164a303e6,deepseek/deepseek-v4-pro,,,
132,a6a38ad2-00f5-4d4d-bd1b-7c26d1ac8097,f602e40c-d049-4f8a-9294-6bffde57bba1,minimax/minimax-m3,,,
133,a928af92-b46e-445b-9e7f-f9649ccbc355,4f6a578f-5201-4dc1-a040-f5d188b7927a,anthropic/claude-haiku-4.5,,,
134,a98c7116-2dff-4c0c-b5bb-7aa73b294014,80919374-3141-4b30-8cad-9b331819e8cd,moonshotai/kimi-k2.6,,,
135,ab30f238-dffd-4026-8094-7f3f31912a1f,9c86eb9a-dcaf-4d20-a10a-12a7e8451656,x-ai/grok-4.3,,,
136,ab923c39-41a4-4b86-9571-8d4442251bde,86154efb-fbc7-4523-932c-84ffc1cab8fd,openai/gpt-5.4-mini,,,
137,ac18002c-b42e-47df-8fb2-b56a89b03e59,d6672354-2354-4511-9136-60213ebce64d,qwen/qwen3.7-max,,,
138,ac90ec39-99e9-41a9-9d35-4b08af3b9b9f,e1672e7f-45d5-4da1-a541-f7733a251935,z-ai/glm-5.1,,,
139,addb480c-f7fe-4575-9412-5fb27e57848d,c4a1af8a-ed63-4c32-b6e6-8fade07c5db6,deepseek/deepseek-v4-pro,,,
140,ae05bc53-365e-4ad3-98ca-2852689fed14,c9aa5ca3-13bd-4a64-88c2-181969117027,minimax/minimax-m3,,,
141,ae14d5d3-aa2a-4f6b-b711-89a622e6f274,2a7a52c1-2e2f-4bf7-aee5-b93a5376b848,anthropic/claude-haiku-4.5,,,
142,afb4dbd6-72f1-4471-9e78-fa76739a5088,090f4249-fd00-4b62-aca1-152b2c21bb9b,moonshotai/kimi-k2.6,,,
143,afd2daf4-ebb7-4cb9-9738-82ceee016bf3,0212d300-1544-4b1f-8f3b-4ac52e1fcec7,x-ai/grok-4.3,,,
144,b051f18e-6927-41fe-b10b-b7df939f39b4,b7e2f2ae-94d4-428a-b1f6-2b7de0fb9cad,openai/gpt-5.4-mini,,,
145,b4f6c35d-979f-4492-9950-714d95ec9dbe,7b5e7c69-6b62-4b4b-a5b1-fe47b72767ac,qwen/qwen3.7-max,,,
146,b6cb2933-5b8b-4b3c-8e15-8665ea114f5a,cb2a9c5d-8974-4c73-9b50-f8203f4743dc,z-ai/glm-5.1,,,
147,b85fca29-2e75-48f1-9726-e60f7191ab16,80fb7839-8d5e-434d-b6b3-02000b7b41f7,deepseek/deepseek-v4-pro,,,
148,b88d2da0-d704-4c8d-b4b3-cc4deffcaecf,2cf0d7dd-95ac-4f73-b773-693dca3b3d1f,minimax/minimax-m3,,,
149,bad8a589-362e-468a-a7b7-6912f33e7984,30064465-9bff-4c7e-8a65-b397177838a3,anthropic/claude-haiku-4.5,,,
150,baee3c62-01d2-4fab-b3bd-2249a8963e81,4063ef9c-9727-4068-bd88-93ae83c4f5af,moonshotai/kimi-k2.6,,,
151,baf16bfc-3623-405f-bc97-8a58861f86ba,625e9467-7fa5-47c1-9aa0-fc2560597b8e,x-ai/grok-4.3,,,
152,bb5adfbb-f8c1-43f9-9397-4529c81c95f1,e1fbd61b-4b2d-4d3a-9989-c030e35ba495,openai/gpt-5.4-mini,,,
153,bc7731c0-f7e8-4a18-b7d8-dcba3540e2b8,de09cd2d-464b-4224-b959-d17fa955cec0,qwen/qwen3.7-max,,,
154,bdd8a2dc-003a-487a-8c64-3240d971cdfd,815c4b9c-8f1c-4f0e-8601-7c2e3dd56370,z-ai/glm-5.1,,,
155,c067673c-58a5-458a-9f10-9b17e683e5d6,50da28e3-7f22-42e2-b307-6a98a9b079ec,deepseek/deepseek-v4-pro,,,
156,c17cf978-7f98-495e-915e-7f0a4915d797,69679206-305e-46ea-8b6f-aedb66d8326e,minimax/minimax-m3,,,
157,c3e40c05-a7ea-4dc2-a97c-77380c471276,392ae9ca-7d12-408c-8258-b42430ce6c05,anthropic/claude-haiku-4.5,,,
158,c6d01afa-9807-4a79-8b9f-3ff241276b57,931387f2-0532-4439-8d89-ce823132736a,moonshotai/kimi-k2.6,,,
159,c7756019-389a-4cc0-a214-5b6158154d41,69a58254-4017-4b8f-9c47-efb87a5d2daf,x-ai/grok-4.3,,,
160,c7788644-3c59-4696-99fc-144bddb7abe9,02ac7c5b-ba2c-467f-9856-3e7d176635e5,openai/gpt-5.4-mini,,,
161,c966a608-a899-4815-bb06-cf0f6557367c,583af5f8-2234-4c5b-9360-3b18501dcf5f,qwen/qwen3.7-max,,,
162,cad6dfb1-afce-4e21-99ee-11acd5817bd3,10eb74cc-ba14-4a98-81e5-e6359eedcd4c,z-ai/glm-5.1,,,
163,cb984dd0-69d5-4b7b-b890-74db46a142c5,c0e90f18-5e0b-45b4-8432-98dda19d452b,deepseek/deepseek-v4-pro,,,
164,d405a841-b01f-40be-b211-28358152ebd8,d40a7cbf-8f3d-4c19-b78d-763d64fac19d,minimax/minimax-m3,,,
165,d521bdc8-61aa-41e5-9b8c-17fe690219ab,dab5a7a2-f1be-47db-9378-3af6515b0446,anthropic/claude-haiku-4.5,,,
166,d796f969-6061-409d-8237-bce67fdbfb91,022f2d53-b866-40be-94e7-2b0918ea6f8b,moonshotai/kimi-k2.6,,,
167,daf85519-74ce-4dda-845a-2f5e02f27184,163c4ca0-cdb5-49a3-a091-43e9d5f207dc,x-ai/grok-4.3,,,
168,db2e39b8-1827-4a34-a58c-46e3a698933d,673c8914-23b5-4b41-bb7b-3ac5163921e6,openai/gpt-5.4-mini,,,
169,dfcb3c78-38ad-4e50-af2c-9421a2da1ea8,e672dcea-f9d5-4ac8-815d-67352b604a7f,qwen/qwen3.7-max,,,
170,e0469ec9-8724-415e-82c3-3cf1ecc7aa20,fb3ca4ea-cc97-445d-98a4-298d5c33f10a,z-ai/glm-5.1,,,
171,e0dea4a2-d353-4cab-9da4-4e2e67df8b5b,5dd0f6af-bd12-4f0e-8b08-fae270606d10,deepseek/deepseek-v4-pro,,,
172,e213795a-7ea8-4f6f-9aff-ef6ee3a1e99f,4afd89e7-9046-4238-9e82-750137dcd66f,minimax/minimax-m3,,,
173,e22b0308-4124-404c-9ad1-27005a9b7cfc,212d82c8-6727-403d-8b86-4a8782239582,anthropic/claude-haiku-4.5,,,
174,e25b3d6f-28e5-413b-a2c8-dab009fcb0ce,f206318f-a629-4f2b-95a6-9119dfd9eb4a,moonshotai/kimi-k2.6,,,
175,e29f5834-c652-4c6d-96f9-681549dc0957,c1799f3b-bf9e-470b-9f7b-8b46e6007b99,x-ai/grok-4.3,,,
176,e3fbc629-22d4-45d8-b10a-1dc4d4c2c694,be6f48d8-7298-4f2b-883a-29cee3be967b,openai/gpt-5.4-mini,,,
177,e44d2ebd-5d54-415c-b891-278585860bab,35dd261b-46de-41de-b4ad-5fe3dccb5a33,qwen/qwen3.7-max,,,
178,e5c00549-ef24-4ddd-9741-041ac3855c88,aa0ed88d-54fb-41a0-9b7f-6b41e8498b23,z-ai/glm-5.1,,,
179,e8f1264b-74e9-47f4-a31b-f787e6a1f5ba,f62fecd6-fae5-42fd-a5d9-4a78e356157b,deepseek/deepseek-v4-pro,,,
180,ea480caa-d68e-4ef7-8281-e5838e2dc366,3c380e0b-44da-41a6-b841-5a4b2d605726,minimax/minimax-m3,,,
181,ea51d109-0c91-4d26-925c-178232772728,9b811fca-0094-4485-b036-85dec8ba4973,anthropic/claude-haiku-4.5,,,
182,ea5c0ff2-8250-44ac-8c10-443c8b4fd69b,9d4b610c-5d83-4a01-abad-1fb2233006fc,moonshotai/kimi-k2.6,,,
183,ead81318-901a-4ec6-9424-e84382b9668f,9c32f200-43eb-4053-982e-af4bab7c95fb,x-ai/grok-4.3,,,
184,eb8d8605-a9aa-4137-a13e-dcc24854db19,28a722cf-f762-43dc-87b0-7ccc24265689,openai/gpt-5.4-mini,,,
185,ee6280e5-f9ce-4c45-8cfd-9ac576622b37,bd0d1ec5-3331-4f2a-abac-e8f5eed9f407,qwen/qwen3.7-max,,,
186,efa93586-4be0-4627-b058-941b1520b88a,506726c1-cb13-4f96-8564-7e9e005b5c5c,z-ai/glm-5.1,,,
187,efabb862-6b0e-4baf-b4a7-f628d13e7d65,292a3ed7-ed34-40a5-b3a6-90d0f056bd4b,deepseek/deepseek-v4-pro,,,
188,f16f706f-4d74-4f0d-9c5c-0174b0be7ca6,b6a8fa98-4bdf-4f6e-8d88-5ebb47fd7079,minimax/minimax-m3,,,
189,f20769a1-6f0d-471a-8af7-7ee387d5ac80,844a87ad-f62c-4786-bee6-ce0e7968b54b,anthropic/claude-haiku-4.5,,,
190,f2713e51-9cfb-4b46-89d5-649615edbc6f,91aa93ec-5abe-40a2-a45a-643bf4f59666,moonshotai/kimi-k2.6,,,
191,f28f91a0-71e4-40c9-a18f-a526fe98d186,65bafe39-cdfe-4d36-996e-64de1bf66ed1,x-ai/grok-4.3,,,
192,f61a76f9-ac7d-4516-97dd-c003c11fc228,6112346d-6c8f-46b9-ae34-4685c0245631,openai/gpt-5.4-mini,,,
193,f77d1e7c-2d7c-48a7-8b00-55a99c7e95d5,83866ece-97ea-44dc-915e-772b778dabb9,qwen/qwen3.7-max,,,
194,f8504244-6617-41a6-8887-65e122fe445e,c483ae47-82cb-4f8b-9e0f-144b4cfce89a,z-ai/glm-5.1,,,
195,f9c15321-8764-44f6-aeb7-6f9ccca3878a,847fc6cb-5a73-42ea-8ac9-1140bec0248b,deepseek/deepseek-v4-pro,,,
196,fa03f54c-30e0-4c1c-8bce-81b4718d8435,b50d9cef-264b-4abc-85b4-74faff926d74,minimax/minimax-m3,,,
197,fa9e8cea-5fa7-46c6-9e13-52956fcd26d2,876ebe1d-01da-4163-8838-f393f26159a6,anthropic/claude-haiku-4.5,,,
198,fb141551-ec17-4341-8f7b-922aec98e928,abd30f76-93b9-4833-8826-f8fa13008894,moonshotai/kimi-k2.6,,,
199,fb1f6979-94c9-41e5-b459-e4c708e9843e,acac0128-c435-4227-a7d1-e722800522e5,x-ai/grok-4.3,,,
200,fde84e4a-cba4-4363-b2f1-27a988ef35fd,143e40c1-06db-4ba8-8b34-78b1dfbfde26,openai/gpt-5.4-mini,,,
